img_path,class_names
only_faces_FER/train/happy/Training_66363764.jpg,happy
only_faces_FER/train/neutral/Training_79507125.jpg,neutral
only_faces_FER/train/happy/Training_1834898.jpg,happy
only_faces_FER/train/neutral/Training_4868425.jpg,neutral
only_faces_FER/train/anger/Training_37169644.jpg,anger
only_faces_FER/train/surprise/Training_33146079.jpg,surprise
only_faces_FER/train/happy/Training_28585481.jpg,happy
only_faces_FER/train/neutral/Training_52294943.jpg,neutral
only_faces_FER/train/happy/Training_20656669.jpg,happy
only_faces_FER/train/happy/Training_76185431.jpg,happy
only_faces_FER/train/surprise/Training_58969786.jpg,surprise
only_faces_FER/train/sadness/Training_44428353.jpg,sadness
only_faces_FER/train/surprise/Training_63289181.jpg,surprise
only_faces_FER/train/happy/Training_93935871.jpg,happy
only_faces_FER/train/neutral/Training_75631834.jpg,neutral
only_faces_FER/train/neutral/Training_97135372.jpg,neutral
only_faces_FER/train/surprise/Training_71104025.jpg,surprise
only_faces_FER/train/sadness/Training_9621403.jpg,sadness
only_faces_FER/train/fear/Training_26424049.jpg,fear
only_faces_FER/train/fear/Training_22108994.jpg,fear
only_faces_FER/train/neutral/Training_90747149.jpg,neutral
only_faces_FER/train/sadness/Training_90168332.jpg,sadness
only_faces_FER/train/fear/Training_80375518.jpg,fear
only_faces_FER/train/happy/Training_50000796.jpg,happy
only_faces_FER/train/anger/Training_55557287.jpg,anger
only_faces_FER/train/happy/Training_51683025.jpg,happy
only_faces_FER/train/sadness/Training_53034929.jpg,sadness
only_faces_FER/train/fear/Training_94804759.jpg,fear
only_faces_FER/train/happy/Training_15805577.jpg,happy
only_faces_FER/train/anger/Training_45888207.jpg,anger
only_faces_FER/train/fear/Training_45793674.jpg,fear
only_faces_FER/train/happy/Training_91698400.jpg,happy
only_faces_FER/train/neutral/Training_81810610.jpg,neutral
only_faces_FER/train/neutral/Training_5357811.jpg,neutral
only_faces_FER/train/neutral/Training_72481053.jpg,neutral
only_faces_FER/train/sadness/Training_56720991.jpg,sadness
only_faces_FER/train/surprise/Training_53052666.jpg,surprise
only_faces_FER/train/happy/Training_95463557.jpg,happy
only_faces_FER/train/happy/Training_36111460.jpg,happy
only_faces_FER/train/surprise/Training_11650624.jpg,surprise
only_faces_FER/train/surprise/Training_29009403.jpg,surprise
only_faces_FER/train/fear/Training_71076892.jpg,fear
only_faces_FER/train/fear/Training_65820611.jpg,fear
