img_path,class_names
MergedDataset/train/anger/Training_7364322.jpg,anger
MergedDataset/train/anger/anger.9475.jpg,anger
MergedDataset/train/anger/4635Exp0annoyed_grandmother_317.jpg,anger
MergedDataset/train/anger/9422Exp0fighting_grandmother_869.jpg,anger
MergedDataset/train/anger/anger.24435.jpg,anger
MergedDataset/train/anger/anger.16267.jpg,anger
MergedDataset/train/anger/anger.12622.jpg,anger
MergedDataset/train/anger/S045_005_00000028.png,anger
MergedDataset/train/anger/anger.1899.jpg,anger
MergedDataset/train/anger/anger.16033.jpg,anger
MergedDataset/train/anger/Training_65529400.jpg,anger
MergedDataset/train/anger/Training_25798948.jpg,anger
MergedDataset/train/anger/anger.24021.jpg,anger
MergedDataset/train/anger/Training_23497778.jpg,anger
MergedDataset/train/anger/Training_67283529.jpg,anger
MergedDataset/train/anger/Training_53032040.jpg,anger
MergedDataset/train/anger/anger.25924.jpg,anger
MergedDataset/train/anger/Training_88769857.jpg,anger
MergedDataset/train/anger/Training_3279666.jpg,anger
MergedDataset/train/anger/anger.10377.jpg,anger
MergedDataset/train/anger/Training_40747741.jpg,anger
MergedDataset/train/anger/anger.28026.jpg,anger
MergedDataset/train/anger/77242Exp0astound_boss_534.jpg,anger
MergedDataset/train/anger/Training_23065708.jpg,anger
MergedDataset/train/anger/anger.7066.jpg,anger
MergedDataset/train/anger/anger.13297.jpg,anger
MergedDataset/train/anger/14848Exp0mad_lady_278.jpg,anger
MergedDataset/train/anger/Training_80785973.jpg,anger
MergedDataset/train/anger/Training_83913791.jpg,anger
MergedDataset/train/anger/15926Exp0mad_worker_275.jpg,anger
MergedDataset/train/anger/PublicTest_48428562.jpg,anger
MergedDataset/train/anger/anger.617.jpg,anger
MergedDataset/train/anger/anger.11755.jpg,anger
MergedDataset/train/anger/anger.4468.jpg,anger
MergedDataset/train/anger/49061Exp0astound_wife_875.jpg,anger
MergedDataset/train/anger/Training_80388629.jpg,anger
MergedDataset/train/anger/anger.25713.jpg,anger
MergedDataset/train/anger/anger.20320.jpg,anger
MergedDataset/train/anger/9271Exp0fighting_girl_77.jpg,anger
MergedDataset/train/anger/anger.12778.jpg,anger
MergedDataset/train/anger/11014Exp0fighting_worker_745.jpg,anger
MergedDataset/train/anger/9359Exp0fighting_grandmother_12.jpg,anger
MergedDataset/train/anger/26157Exp0mad_expression_263.jpg,anger
MergedDataset/train/anger/Training_28239525.jpg,anger
MergedDataset/train/anger/Training_25823142.jpg,anger
MergedDataset/train/anger/Training_45711634.jpg,anger
MergedDataset/train/anger/Training_63995174.jpg,anger
MergedDataset/train/anger/Training_35719730.jpg,anger
MergedDataset/train/anger/Training_2632144.jpg,anger
MergedDataset/train/anger/15997Exp0mad_yang_540.jpg,anger
MergedDataset/train/anger/PublicTest_39092344.jpg,anger
MergedDataset/train/anger/anger.11458.jpg,anger
MergedDataset/train/anger/anger.16972.jpg,anger
MergedDataset/train/anger/anger.12735.jpg,anger
MergedDataset/train/anger/anger.7222.jpg,anger
MergedDataset/train/anger/Training_43770263.jpg,anger
MergedDataset/train/anger/6519Exp0fierce_expression_41.jpg,anger
MergedDataset/train/anger/anger.6694.jpg,anger
MergedDataset/train/anger/4821Exp0annoyed_lady_275.jpg,anger
MergedDataset/train/anger/PrivateTest_44118054.jpg,anger
MergedDataset/train/anger/anger.26607.jpg,anger
MergedDataset/train/anger/Training_92541764.jpg,anger
MergedDataset/train/anger/19127Exp0frightened_mother_49.jpg,anger
MergedDataset/train/anger/13462Exp0hostile_woman_129.jpg,anger
MergedDataset/train/anger/anger.28263.jpg,anger
MergedDataset/train/anger/anger.24622.jpg,anger
MergedDataset/train/anger/anger.22797.jpg,anger
MergedDataset/train/anger/Training_44888941.jpg,anger
MergedDataset/train/anger/Training_95177235.jpg,anger
MergedDataset/train/anger/4302Exp0annoyed_face_404.jpg,anger
MergedDataset/train/anger/Training_77971888.jpg,anger
MergedDataset/train/anger/anger.10805.jpg,anger
MergedDataset/train/anger/Training_14621559.jpg,anger
MergedDataset/train/anger/anger.1308.jpg,anger
MergedDataset/train/anger/S130_007_00000020.png,anger
MergedDataset/train/anger/anger.6409.jpg,anger
MergedDataset/train/anger/15083Exp0mad_manager_544.jpg,anger
MergedDataset/train/anger/Training_77203071.jpg,anger
MergedDataset/train/anger/anger.28414.jpg,anger
MergedDataset/train/anger/anger.7471.jpg,anger
MergedDataset/train/anger/48751Exp0astound_manager_499.jpg,anger
MergedDataset/train/anger/Training_79674651.jpg,anger
MergedDataset/train/anger/anger.24717.jpg,anger
MergedDataset/train/anger/77397Exp0astound_expression_400.jpg,anger
MergedDataset/train/anger/Training_38783891.jpg,anger
MergedDataset/train/anger/anger.8286.jpg,anger
MergedDataset/train/anger/6457Exp0fierce_european_511.jpg,anger
MergedDataset/train/anger/anger.18709.jpg,anger
MergedDataset/train/anger/Training_97968125.jpg,anger
MergedDataset/train/anger/19100Exp0frightened_manager_575.jpg,anger
MergedDataset/train/anger/anger.387.jpg,anger
MergedDataset/train/anger/anger.8271.jpg,anger
MergedDataset/train/anger/anger.25787.jpg,anger
MergedDataset/train/anger/anger.12181.jpg,anger
MergedDataset/train/anger/anger.26267.jpg,anger
MergedDataset/train/anger/43562Exp0heartbroken_father_312.jpg,anger
MergedDataset/train/anger/Training_96309473.jpg,anger
MergedDataset/train/anger/anger.24683.jpg,anger
MergedDataset/train/anger/Training_66803716.jpg,anger
MergedDataset/train/anger/67695Exp0awe_father_85.jpg,anger
MergedDataset/train/anger/Training_54377587.jpg,anger
MergedDataset/train/anger/3687Exp0annoyed_asian_146.jpg,anger
MergedDataset/train/anger/anger.4762.jpg,anger
MergedDataset/train/anger/63338Exp0astound_mother_222.jpg,anger
MergedDataset/train/anger/Training_17427197.jpg,anger
MergedDataset/train/anger/anger.17571.jpg,anger
MergedDataset/train/anger/anger.19292.jpg,anger
MergedDataset/train/anger/Training_85625344.jpg,anger
MergedDataset/train/anger/29943Exp0heartbroken_european_74.jpg,anger
MergedDataset/train/anger/Training_16765414.jpg,anger
MergedDataset/train/anger/anger.824.jpg,anger
MergedDataset/train/anger/20707Exp0anger_woman_127.jpg,anger
MergedDataset/train/anger/anger.16137.jpg,anger
MergedDataset/train/anger/25465Exp0hostile_president_110.jpg,anger
MergedDataset/train/anger/anger.26699.jpg,anger
MergedDataset/train/anger/anger.9404.jpg,anger
MergedDataset/train/anger/anger.19765.jpg,anger
MergedDataset/train/anger/51294Exp0astound_infant_791.jpg,anger
MergedDataset/train/anger/anger.5094.jpg,anger
MergedDataset/train/anger/anger.20227.jpg,anger
MergedDataset/train/anger/Training_57824210.jpg,anger
MergedDataset/train/anger/anger.6959.jpg,anger
MergedDataset/train/anger/anger.18890.jpg,anger
MergedDataset/train/anger/PrivateTest_58001197.jpg,anger
MergedDataset/train/anger/anger.28285.jpg,anger
MergedDataset/train/anger/4973Exp0awe_student_519.jpg,anger
MergedDataset/train/anger/Training_69606671.jpg,anger
MergedDataset/train/anger/Training_4482808.jpg,anger
MergedDataset/train/anger/anger.26719.jpg,anger
MergedDataset/train/anger/anger.27297.jpg,anger
MergedDataset/train/anger/23423Exp0fighting_boy_16.jpg,anger
MergedDataset/train/anger/Training_36835461.jpg,anger
MergedDataset/train/anger/anger.25813.jpg,anger
MergedDataset/train/anger/6431Exp0fierce_european_331.jpg,anger
MergedDataset/train/anger/Training_37967715.jpg,anger
MergedDataset/train/anger/Training_8806446.jpg,anger
MergedDataset/train/anger/anger.2079.jpg,anger
MergedDataset/train/anger/anger.7351.jpg,anger
MergedDataset/train/anger/15045Exp0mad_manager_313.jpg,anger
MergedDataset/train/anger/anger.4701.jpg,anger
MergedDataset/train/anger/Training_2126195.jpg,anger
MergedDataset/train/anger/anger.16169.jpg,anger
MergedDataset/train/anger/anger.7777.jpg,anger
MergedDataset/train/anger/anger.13207.jpg,anger
MergedDataset/train/anger/anger.13403.jpg,anger
MergedDataset/train/anger/Training_28724674.jpg,anger
MergedDataset/train/anger/Training_72560524.jpg,anger
MergedDataset/train/anger/Training_81635822.jpg,anger
MergedDataset/train/anger/Training_26591418.jpg,anger
MergedDataset/train/anger/anger.6270.jpg,anger
MergedDataset/train/anger/21254Exp0annoyed_face_186.jpg,anger
MergedDataset/train/anger/19554Exp0anger_american_8.jpg,anger
MergedDataset/train/anger/24141Exp0fighting_mother_734.jpg,anger
MergedDataset/train/anger/PrivateTest_87767900.jpg,anger
MergedDataset/train/anger/Training_29066246.jpg,anger
MergedDataset/train/anger/anger.4102.jpg,anger
MergedDataset/train/anger/Training_4060068.jpg,anger
MergedDataset/train/anger/anger.1856.jpg,anger
MergedDataset/train/anger/13772Exp0mad_actor_66.jpg,anger
MergedDataset/train/anger/Training_54751348.jpg,anger
MergedDataset/train/anger/Training_92013080.jpg,anger
MergedDataset/train/anger/4307Exp0annoyed_face_440.jpg,anger
MergedDataset/train/anger/Training_84867106.jpg,anger
MergedDataset/train/anger/PrivateTest_95380145.jpg,anger
MergedDataset/train/anger/Training_96792750.jpg,anger
MergedDataset/train/anger/74937Exp0amazed_grandmother_258.jpg,anger
MergedDataset/train/anger/77199Exp0astound_chinese_207.jpg,anger
MergedDataset/train/anger/Training_97710816.jpg,anger
MergedDataset/train/anger/85435Exp0astound_actor_699.jpg,anger
MergedDataset/train/anger/Training_36795431.jpg,anger
MergedDataset/train/anger/anger.27192.jpg,anger
MergedDataset/train/anger/11018Exp0fighting_worker_75.jpg,anger
MergedDataset/train/anger/Training_63920666.jpg,anger
MergedDataset/train/anger/13488Exp0hostile_woman_32.jpg,anger
MergedDataset/train/anger/anger.18338.jpg,anger
MergedDataset/train/anger/76248Exp0amazed_teacher_409.jpg,anger
MergedDataset/train/anger/anger.18997.jpg,anger
MergedDataset/train/anger/Training_60456448.jpg,anger
MergedDataset/train/anger/3321Exp0anger_worker_188.jpg,anger
MergedDataset/train/anger/Training_72809685.jpg,anger
MergedDataset/train/anger/6224Exp0fierce_boss_790.jpg,anger
MergedDataset/train/anger/Training_32188796.jpg,anger
MergedDataset/train/anger/anger.22775.jpg,anger
MergedDataset/train/anger/anger.15074.jpg,anger
